business_id,latitude,longitude,stars,review_count,is_open,RestaurantsGoodForGroups,GoodForKids,RestaurantsReservations,RestaurantsTableService,HappyHour,DogsAllowed,HasTV,BusinessAcceptsBitcoin,WheelchairAccessible,DriveThru,GoodForDancing,CoatCheck,Corkage,RestaurantsCounterService,Ambience_divey,Ambience_hipster,Ambience_casual,Ambience_touristy,Ambience_trendy,Ambience_intimate,Ambience_romantic,Ambience_classy,Ambience_upscale,Parking,music,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
sF0QuOuySsTEbYbIbu3bww,-1.5320214194525188,0.42558188961905036,1.2813884781836686,-0.22866863136193308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
29t8lDBLiwkEd1HA356dOw,-0.3713116864564925,-2.132521522740685,0.3820806790417449,0.7005136144697275,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
pG5hLBK49Oz2TLX2qY6UQw,0.39118630823281114,-0.10634047354081194,-0.5172271201001788,0.004582878908566063,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
Zf2TmreEioypBoYP5caj5A,0.6386817249641644,0.18129850749536702,0.3820806790417449,-0.5001580941357927,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
jZncFsMQdrq268OHq_Q6uw,-0.37284831405215274,-2.1234406718063625,0.3820806790417449,-0.36250146512369485,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
UPP2p7oGUrOfZ919RZqVIQ,0.6175788733999052,0.9362415075445596,0.3820806790417449,-0.38162044137537515,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
QV7QOLww8ym3E2zBgdE2Ow,0.3969557228220741,-0.10336317935072559,1.2813884781836686,0.3334292704374665,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
JK8GENrrfXC9PpqspioNeQ,0.6387089223408325,0.918545868046357,1.2813884781836686,-0.2745541743659657,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
2g1ZiT6cM1NC4nJ8xS6EGg,-0.09160908173643662,0.12775935141859007,-0.5172271201001788,-0.297496945867982,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
WTPTuGK40bJc5H0UTMTWuw,0.3894153720449132,-0.11045113283793281,1.2813884781836686,-0.11013097860151548,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
6Z89Ixagyc0mrVnyZHiIVw,-1.530136249863963,0.41676716064718705,0.3820806790417449,0.7808133147267845,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
6a9l-ms9ya2kXok_nJixvA,-1.5202130485304028,0.4047367557269352,1.2813884781836686,-0.5307484561384811,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
SyKHFYhRzW1hlwDga5EWWw,-1.1736879607575619,-0.1006074910819489,0.3820806790417449,-0.03365507359479445,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
8xcWmiwVCLKT5opCuQV2Qg,-0.052484954911743986,0.13048611743809094,1.2813884781836686,0.520795237703933,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
JzQsy7_G0p-UZGYFMCEHvQ,-1.5475193631889146,0.4229989206342385,-0.5172271201001788,0.5360904187052772,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
HRImZ4HeqDJQ5hxSMMlW6w,0.6503868443792005,0.9212823552488182,-0.5172271201001788,-0.3777966461250391,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
C5lUI7qJ8NnmawAFVPZg8A,-0.05584558617918226,0.1282580165072391,-1.4165349192421026,-0.38162044137537515,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
2wqpFC9BXl8pUhdOgW3TOQ,0.6531277726421445,0.8989797871603797,-0.5172271201001788,-0.49633429888545666,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
qJaweGk0XzeG4cs4B7qV7A,-0.8019373023394111,-1.5068802833674617,-0.5172271201001788,-0.3204397173699983,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
ZVu9TDpTvIgCN8x6IY-KmA,0.6301732468625744,0.9260850164877068,-0.5172271201001788,0.02370185516024632,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
zUFgmNOQqIL71lT_WKplFw,0.6592663869071227,0.9156240403276649,0.3820806790417449,-0.4772153226337764,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
Nhb33fMegsDwKrN3Sxgkng,0.39492766142610286,-0.1043570352187743,0.3820806790417449,-0.3357348983713425,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1
Sr4w6zOQRPFiGILQ7esPHA,0.6538637944574639,0.9072920468118051,1.2813884781836686,-0.4007394176270554,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
NIQWO-Q_F598XlAvZnFVCA,-0.3699211218325833,-2.121780953637473,0.3820806790417449,2.899195883412957,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
wbwDE3g8j4w-TGy_E6dMSw,-1.5292714282242201,0.4306464992704931,1.2813884781836686,0.2148916176770489,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
I8lz3u94Y-dWft5fVN3IIA,0.6539185254686529,0.9101202097120179,0.3820806790417449,-0.08336441184916311,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
Quz_LlKT-HRRxpijmzpIVw,3.110567480240422,-1.697410348914517,-0.5172271201001788,-0.44662496063108803,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
aY_K2q158ZTlUdUgOnLTyg,0.6656465163322871,0.9129670489059616,0.3820806790417449,0.016054264659574217,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
bFln2Z17KfFIcEz4TRaHjw,0.6619389950248737,0.9302135331049121,0.3820806790417449,0.07723498866495104,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
HP03UxUpfwic04tBuqsqPw,-0.054107462293561004,0.12931088683619038,-2.3158427183840264,-0.3204397173699983,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
yEKmlxvhA2EWrMLbwWi7Hw,0.6468325604725392,0.9200992359534086,0.3820806790417449,0.0887063744159592,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
SJPnC_1BEXUxvU2Xvn9rug,-0.8019287530876835,-1.5068826872227372,0.3820806790417449,-0.13307375010353178,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
29fX9PdevQa5LZavVDJsbw,0.56122045937092,-2.1297158914475056,-1.4165349192421026,0.4978524662019167,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
K_9S5UXwzBlZR2Ux_RK9dA,-1.54050981464164,0.418603385767627,0.3820806790417449,-0.41985839387873564,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
BM92j54mc-c-6MWqWSimRw,0.6363110582543738,0.9242979092603274,-0.5172271201001788,-0.19807826935924466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
mdSjI3ig48WS_jLJ6Vxq0A,-0.07669836607023436,0.12990288369403613,1.2813884781836686,-0.2822017648666378,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
Ob01LpWh81jAtzpYirBxpA,0.6190898407924547,0.9377592155465229,0.3820806790417449,-0.27837796961630173,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
eukRpR47MDH4XXfU_Dul9Q,-0.3659118697856564,-2.124457615396707,-0.5172271201001788,-0.25543519811428544,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
cWhEVY0KMmIRTVR-sjNusQ,0.637020590168482,0.9182451056196885,0.3820806790417449,-0.43515357488007983,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
ckAA5u2D8bGqQZ0JFjLH4Q,0.6310512625783853,0.9344002262710379,-1.4165349192421026,-0.39691562237671935,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
v4jzYZvLqCxPvJLmYzMibg,-1.533564671384301,0.41926388767044004,1.2813884781836686,-0.4504487558814241,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
U1VdxazyPMrmf6sCZFKL2A,-1.553115962679779,0.4024436194763003,0.3820806790417449,-0.4504487558814241,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
IvIItKgPAhsgbxwRczEQeA,0.6370428836073543,0.924993838444136,-0.5172271201001788,-0.591929180143858,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
whh_h_yJaF2kz-ieB7Dcig,-0.7643988092210632,-1.5190580314851279,1.2813884781836686,0.0887063744159592,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1
vWjME92WddneF98IqzaNfQ,0.40440688164501704,-0.11487113428562598,1.2813884781836686,5.445843520136767,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
3kEugtj3tua-yxAZ7yI4XQ,0.6001711190004771,0.933454540913906,-1.4165349192421026,-0.41985839387873564,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
6TciI6uBdrd8z1av1YleLg,-0.36690852299372334,-2.1305726049309284,-0.5172271201001788,-0.018359892593450246,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
SXWlFsPfV0hO3Go2qsExnA,0.38806389828361604,-0.10976210027429477,0.3820806790417449,-0.12160236435252364,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
evxhNYa77dxWZabIpGQCkg,0.5505130526027616,-2.1261052406226453,0.3820806790417449,-0.00306471159210604,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0
dBRvtW3viFzmEq-eJsFy-g,-0.04277153070686782,0.1434466251032424,0.3820806790417449,-0.3510300793726867,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
b_jg4hexYmhJoo8c4P6MoA,-0.04495455883749343,0.1313466897447039,0.3820806790417449,-0.38926803187604725,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
TUtf4FLtotdQDleYpRIfnw,-0.3698864714590204,-2.121810661102534,-1.4165349192421026,-0.037478868845130506,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
_anAV7MH8kZ-KXI6hNjtHQ,-1.5683879328402675,0.40977364569987595,0.3820806790417449,-0.06424543559748286,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1
tjnAz8IqAnqxxpQIAyuZMw,0.4116216754197289,-0.12044454072178247,-0.5172271201001788,-0.29367315061764593,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
1KsRngfDY9Tr5mGvOQaG9w,0.6271716582527082,0.9342642438048753,-0.5172271201001788,-0.4504487558814241,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
DcBLYSvOuWcNReolRVr12A,-1.1835950217323716,-0.09406242076044342,-0.5172271201001788,11.307721638901933,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
N7MyXRAC47vldNJQZyWDtw,-0.05218422097102834,0.13054118092929465,-0.5172271201001788,-0.3586776698733588,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
9P6yLs8Yi6WhbmBIiwvWhg,0.40010863383539214,-0.11028496397475353,0.3820806790417449,-0.4848629131344485,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
GqyOrF5X21ciTjnuSCH5PQ,0.3941350841409549,-0.10416879763629658,0.3820806790417449,1.7405859225611335,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
igC3UWYb9RF5CXOQOVypMw,-1.5355141073701186,0.4090521885944021,-0.5172271201001788,-0.22484483611159703,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
KLBWUdr0nrrK2mPBj0qg_A,-1.177133494539591,-0.10425266546372917,1.2813884781836686,-0.5613388181411696,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
n_k7VjsTWjqACsvOihHQHQ,0.6481680921502027,0.9159293943502594,-1.4165349192421026,-0.5728102038921777,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
26jYcdFR5oLqKDKpTH0JIQ,-1.1723902150938843,-0.10074139635179842,0.3820806790417449,3.7289594527358805,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
Oj-XIt4Xj6NSsHzlSt-PsA,0.647145163476509,0.9219990295550446,-2.3158427183840264,-0.22484483611159703,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
b8a3qRSdA_QMtLIICWoctw,-1.1841756552031601,-0.09421923939398891,-0.5172271201001788,0.20342023192604075,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
aa0xi7fgFJyA4qWux6vz0A,0.6373168173403901,0.9256503090672029,-0.5172271201001788,1.476744050287946,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
oupzw1YOph1U_GmP_cWxUg,0.636980008939435,0.9332256611382493,1.2813884781836686,-0.4580963463820962,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
7tE9fLBPwXvoxkykGJPbEw,-0.06236828183656245,0.12830460196547752,-1.4165349192421026,-0.22866863136193308,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
lfftQB5UvC55aW0-HGjv-g,0.5482062552304383,-2.127432316047096,0.3820806790417449,-0.523100865637809,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
7Y3RjSc99a88oTMEgvazoA,0.6366445696286076,0.9251065431204352,-1.4165349192421026,-0.41985839387873564,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
twuh803Q03U9X1YGnJgilg,0.7119008299826023,0.9399502471439568,0.3820806790417449,-0.08336441184916311,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
nGhSGqhYkEnFOl_4LvqIIA,-0.05936329639816314,0.12583355039545685,-0.5172271201001788,-0.5651626133915056,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EzjysPg2-lVX1E0ibStUXw,0.6402161225971804,0.927481486285875,0.3820806790417449,0.89170337698653,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
Qsf6aYZHrP5SLioZXQrpXg,0.6885772340476477,0.9406269711563187,0.3820806790417449,-0.11777856910218758,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
iay91CweEOzRIW6wjcOjuA,0.3895782688378543,-0.10669669628802006,1.2813884781836686,-0.1254261596028597,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
tR9azg_Dx8EfV1CBvllVUQ,0.5485056103447088,-2.1273194185664748,-0.5172271201001788,0.5743283712086378,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
5HdDg_x1vGgqfERWcOiMTw,-1.5583039461845074,0.422995816744648,1.2813884781836686,-0.4848629131344485,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
xjbHtPC4ZWgcATfn4uSREA,-1.5455301332873173,0.42459038415747086,1.2813884781836686,-0.5881053848935219,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
yy3XR0wu1K4BTAdQjRoc0w,-1.4888377154629806,0.4079522738125085,-0.5172271201001788,0.4557907184482201,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
uGo0TCVNOcDQxMArUU0Jrw,-0.3678486485396128,-2.13320675671709,0.3820806790417449,1.3696777832785365,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
tkh-O25939GJTiqXbWm1tg,0.40131491816376874,-0.1107737345618098,-1.4165349192421026,-0.442801165380752,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
W72rYffSVg0pIaOpRgNniw,0.5604600438200047,-2.123328806985142,0.3820806790417449,1.8591235753215511,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
giEJm-5fmEyf_s3_9tgTKg,0.4011079622561241,-0.11063972940043748,0.3820806790417449,-0.5001580941357927,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
Ye3-MAFCUFrJcnnARErOuQ,-1.504448275497674,0.42936111431864443,-0.5172271201001788,-0.24014001711294122,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
ArHq_uM3K7mxAiqwFEcKsQ,1.304424838520667,-1.8935211759242003,0.3820806790417449,-0.35485387462302276,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
71CCyiD8inLsSXFgd0Y0wQ,-1.5279958613474443,0.4282500058638075,0.3820806790417449,-0.2019020646095807,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ovWd_lbvnK1dQSkSkQRfpg,0.6336262002650358,0.9257598832663471,0.3820806790417449,-0.40456321287739144,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
clwjLY7PdYJpe7IP9lrqEw,-1.172992920488658,-0.10618220705491105,0.3820806790417449,0.2569533654307455,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
PY9qrvTnWpNFsRdmAahnKg,0.6474024343471824,0.9165573330672784,0.3820806790417449,-0.442801165380752,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0
azSdxiyUeNQOVmA2GUovkg,0.6539187620520861,0.9101202097120179,1.2813884781836686,-0.48103911788411247,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
iSSErxB_4XLkrKU0CotYMg,0.6545420502055248,0.9325521920569326,-0.5172271201001788,-0.4925105036351206,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
ETF5uO4HLy0BMUUoI0qeuQ,-0.7606707001139364,-1.525655250764259,1.2813884781836686,-0.16748790735655625,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
QD48BhLk7lDTgOL_NiVCCw,-1.1882968658100441,-0.09798552608887787,-0.5172271201001788,0.027525650410582372,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
QmOiJpb2fSXaYlgjMtVobw,0.6163717883276028,0.15778161274788374,1.2813884781836686,-0.3357348983713425,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
Ex3sDfs_cdSnDqOb_qM5RA,0.6741427894949427,0.9269694843448297,-0.5172271201001788,-0.14454513585453996,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
fLdPuGl9_fa9PYFYb0gihA,0.6692312971719606,0.927639438045062,1.2813884781836686,-0.44662496063108803,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
TjBvLFDUj2Hz6bkELIJbng,-1.539736926612326,0.41052438352835274,0.3820806790417449,1.2893780830214794,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Mfyqn9bYNL7jVsXjXH_ymg,0.6598687625955834,0.9222639947120984,0.3820806790417449,-0.24014001711294122,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
U538QRB4bTY2V4rwXRT9ug,-1.5473777599786631,0.42626399480140287,-0.5172271201001788,-0.523100865637809,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
EDm3KWvGdERKcr3e2CPe1w,0.5564687357165288,-2.1296292594984965,0.3820806790417449,0.5552093949569574,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
bJfcuUMgJUkHWpCUeAI4Iw,0.6538886413777256,0.9102525496611877,1.2813884781836686,-0.3510300793726867,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0
jR3sTUWCPuOCWpdm8Pn-wQ,-0.3659936499812919,-2.124611095354534,1.2813884781836686,0.2569533654307455,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
BrospeMqVM_tF9HH0RHuog,-1.1798030837981424,-0.09365452388243443,0.3820806790417449,0.3410768609381386,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
Laqf1fHOcmqe1yGZrxKw_w,0.6567388183739854,0.9235027385332878,-0.5172271201001788,-0.36250146512369485,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
RGMaZvfiYupL_UoYPDRR8Q,-1.594775266033048,0.4072349573953654,0.3820806790417449,0.13459191741999182,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
gStE2HvLsMrjY3H-elrGwA,0.5610043495042936,-2.123128243965616,-0.5172271201001788,0.14606330317099997,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
GDxT_ZD8hv35RB1CNBlR9w,1.301500903872981,-1.8928345653878833,-0.5172271201001788,-0.5154532751371369,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
QhFftZD6diXpF11A9U2ZdA,-1.5316530954448848,0.4128502430101573,1.2813884781836686,-0.3357348983713425,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
xXFSEWRO0012YBbdoJ1kRw,0.6346910077005146,0.9258461320697906,0.3820806790417449,-0.5651626133915056,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
